Hämtat 2026-07-25 – fönster: senaste dygnet (24 timmar)
Station: Ö24 Simrishamn 
Artrikedom: 26

Arter i datan (namn + aktivitet):
  - tornseglare  [Apus apus]  (ofta hord)
  - ladusvala  [Hirundo rustica]  (enstaka)
  - ringduva  [Columba palumbus]  (enstaka)
  - gråsparv  [Passer domesticus]  (enstaka)
  - kaja  [Corvus monedula]  (enstaka)
  - hussvala  [Delichon urbicum]  (enstaka)
  - sädesärla  [Motacilla alba]  (enstaka)
  - gråtrut  [Larus argentatus]  (enstaka)
  - medelhavstrut  [Larus michahellis]  (enstaka)
  - stare  [Sturnus vulgaris]  (enstaka)
  - grågås  [Anser anser]  (enstaka)
  - strandskata  [Haematopus ostralegus]  (enstaka)
  - tornfalk  [Falco tinnunculus]  (enstaka)
  - fiskmås  [Larus canus]  (enstaka)
  - blåmes  [Cyanistes caeruleus]  (enstaka)
  - gråhäger  [Ardea cinerea]  (enstaka)
  - gransångare  [Phylloscopus collybita]  (enstaka)
  - kråka  [Corvus cornix]  (enstaka)
  - steglits  [Carduelis carduelis]  (enstaka)
  - röd glada  [Milvus milvus]  (enstaka)
  - drillsnäppa  [Actitis hypoleucos]  (enstaka)
  - gärdsmyg  [Troglodytes troglodytes]  (enstaka)
  - hämpling  [Linaria cannabina]  (enstaka)
  - ormvråk  [Buteo buteo]  (enstaka)
  - pilfink  [Passer montanus]  (enstaka)
  - ejder  [Somateria mollissima]  (enstaka)
