Hämtat 2026-09-18 – fönster: senaste dygnet (24 timmar)
Station: Ö24 Simrishamn 
Artrikedom: 31

Arter i datan (namn + aktivitet):
  - råka  [Corvus frugilegus]  (ofta hord)
  - kaja  [Corvus monedula]  (hordes en del)
  - ringduva  [Columba palumbus]  (enstaka)
  - gransångare  [Phylloscopus collybita]  (enstaka)
  - grågås  [Anser anser]  (enstaka)
  - sädesärla  [Motacilla alba]  (enstaka)
  - blåmes  [Cyanistes caeruleus]  (enstaka)
  - rödhake  [Erithacus rubecula]  (enstaka)
  - grönsiska  [Spinus spinus]  (enstaka)
  - ladusvala  [Hirundo rustica]  (enstaka)
  - gråsparv  [Passer domesticus]  (enstaka)
  - bofink  [Fringilla coelebs]  (enstaka)
  - bergfink  [Fringilla montifringilla]  (enstaka)
  - steglits  [Carduelis carduelis]  (enstaka)
  - hussvala  [Delichon urbicum]  (enstaka)
  - rörhöna  [Gallinula chloropus]  (enstaka)
  - gråtrut  [Larus argentatus]  (enstaka)
  - trädpiplärka  [Anthus trivialis]  (enstaka)
  - kråka  [Corvus cornix]  (enstaka)
  - taltrast  [Turdus philomelos]  (enstaka)
  - gråhäger  [Ardea cinerea]  (enstaka)
  - turkduva  [Streptopelia decaocto]  (enstaka)
  - större strandpipare  [Charadrius hiaticula]  (enstaka)
  - stjärtmes  [Aegithalos caudatus]  (enstaka)
  - hämpling  [Linaria cannabina]  (enstaka)
  - ljungpipare  [Pluvialis apricaria]  (enstaka)
  - stenknäck  [Coccothraustes coccothraustes]  (enstaka)
  - gräsand  [Anas platyrhynchos]  (enstaka)
  - snatterand  [Mareca strepera]  (enstaka)
  - gulärla  [Motacilla flava]  (enstaka)
  - småspov  [Numenius phaeopus]  (enstaka)
