Hämtat 2026-07-27 – fönster: senaste dygnet (24 timmar)
Station: Ö24 Simrishamn 
Artrikedom: 26

Arter i datan (namn + aktivitet):
  - tornseglare  [Apus apus]  (ofta hord)
  - gråsparv  [Passer domesticus]  (hordes en del)
  - ladusvala  [Hirundo rustica]  (enstaka)
  - ringduva  [Columba palumbus]  (enstaka)
  - hussvala  [Delichon urbicum]  (enstaka)
  - grågås  [Anser anser]  (enstaka)
  - stare  [Sturnus vulgaris]  (enstaka)
  - gråtrut  [Larus argentatus]  (enstaka)
  - kråka  [Corvus cornix]  (enstaka)
  - medelhavstrut  [Larus michahellis]  (enstaka)
  - kaja  [Corvus monedula]  (enstaka)
  - sädesärla  [Motacilla alba]  (enstaka)
  - fiskmås  [Larus canus]  (enstaka)
  - pilfink  [Passer montanus]  (enstaka)
  - drillsnäppa  [Actitis hypoleucos]  (enstaka)
  - ormvråk  [Buteo buteo]  (enstaka)
  - skata  [Pica pica]  (enstaka)
  - blåmes  [Cyanistes caeruleus]  (enstaka)
  - enkelbeckasin  [Gallinago gallinago]  (enstaka)
  - talgoxe  [Parus major]  (enstaka)
  - hämpling  [Linaria cannabina]  (enstaka)
  - steglits  [Carduelis carduelis]  (enstaka)
  - gråhäger  [Ardea cinerea]  (enstaka)
  - gulsparv  [Emberiza citrinella]  (enstaka)
  - trädpiplärka  [Anthus trivialis]  (enstaka)
  - röd glada  [Milvus milvus]  (enstaka)
